refix,pretarget,multifix,urevent,tonset,dur_added,rank,first_rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,hard_easy
0,1.0,0,24062,1.142578125,0.265625,2.0,1.0,12,62,5,1208.84509277344,864.052856445312,0,1,objects,big,1,1,objects,P,big,VS,O,131,J11,546.099609375,1
1,1.0,0,24063,1.462890625,0.265625,3.0,1.0,8,43,6,926.107543945312,763.33837890625,0,1,objects,small,1,1,objects,P,big,VS,O,131,J11,546.099609375,1
0,1.0,0,24100,1.158203125,0.107421875,4.0,1.0,11,66,4,1283.71936035156,368.018280029297,0,1,objects,big,1,1,objects,P,small,VS,O,133,J11,554.498046875,1
0,1.0,0,24774,0.759765625,0.193359375,2.0,1.0,6,38,3,936.015441894531,246.205032348633,0,1,objects,small,1,1,faces,P,female,VS,I,157,J11,655.279296875,0
0,1.0,0,24895,0.5703125,0.220703125,2.0,1.0,1,2,2,583.673950195312,281.510620117188,0,1,objects,big,1,1,faces,P,male,VS,F,163,J11,680.474609375,0
0,1.0,0,24941,0.611328125,0.234375,2.0,1.0,10,56,3,1123.59521484375,248.876998901367,0,1,objects,small,1,1,objects,P,big,VS,O,165,J11,688.873046875,1
0,1.0,0,25082,0.671875,0.376953125,2.0,1.0,14,78,3,1374.8525390625,638.919799804688,0,1,objects,big,1,1,objects,P,big,VS,O,172,J11,718.267578125,1
1,1.0,0,25083,1.11328125,0.23828125,3.0,1.0,11,65,4,1255.919921875,189.882446289062,0,1,objects,big,1,1,objects,P,big,VS,O,172,J11,718.267578125,1
0,1.0,0,25084,1.384765625,0.154296875,4.0,1.0,8,46,5,1102.56530761719,136.645431518555,0,1,objects,small,1,1,objects,P,big,VS,O,172,J11,718.267578125,1
0,1.0,0,25163,0.642578125,0.16796875,2.0,1.0,1,3,3,570.593994140625,293.084167480469,0,1,objects,big,1,1,faces,P,female,VS,I,176,J11,735.064453125,0
0,1.0,0,25521,0.49609375,0.287109375,2.0,1.0,10,40,3,1001.09228515625,401.479949951172,0,1,objects,small,1,1,objects,P,big,VS,O,195,J11,814.849609375,1
0,1.0,0,25524,1.34765625,0.1796875,5.0,0.0,8,35,6,858.739440917969,825.133850097656,0,1,objects,small,1,1,objects,P,big,VS,O,195,J11,814.849609375,1
0,1.0,0,25816,1.455078125,0.3046875,5.0,0.0,11,45,6,989.942810058594,907.201538085938,0,1,objects,big,1,1,faces,P,male,VS,I,211,J11,882.037109375,0
0,1.0,0,25818,2.111328125,0.228515625,7.0,0.0,7,34,8,853.328857421875,750.610046386719,0,1,objects,small,1,1,faces,P,male,VS,I,211,J11,882.037109375,0
0,1.0,0,25862,1.384765625,0.251953125,3.0,1.0,7,27,4,809.215270996094,947.977416992188,0,1,objects,big,1,1,faces,P,female,VS,I,214,J11,894.634765625,0
0,1.0,1,25867,2.79296875,0.181640625,8.0,0.0,1,2,9,607.408569335938,276.550201416016,0,1,objects,small,1,1,faces,P,female,VS,I,214,J11,894.634765625,0
0,1.0,0,25633,1.58984375,0.28125,5.0,0.0,14,74,8,1357.79333496094,240.953689575195,0,1,objects,small,1,1,objects,P,big,VS,O,6,J12,21.197265625,1
0,1.0,0,25636,2.3046875,0.134765625,7.0,0.0,6,28,11,874.360168457031,184.812255859375,0,1,objects,big,1,1,objects,P,big,VS,O,6,J12,21.197265625,1
0,1.0,0,25724,0.90625,0.16015625,3.0,1.0,9,56,4,1184.73217773438,260.7431640625,0,1,objects,small,1,1,faces,P,female,VS,F,9,J12,33.794921875,0
0,1.0,0,25726,1.337890625,0.232421875,5.0,0.0,11,61,6,1134.64050292969,759.189025878906,0,1,objects,big,1,1,faces,P,female,VS,F,9,J12,33.794921875,0
0,1.0,0,25732,2.81640625,0.142578125,7.0,0.0,5,26,12,720.197021484375,839.209594726562,0,1,objects,small,1,1,faces,P,female,VS,F,9,J12,33.794921875,0
0,1.0,0,25818,1.80859375,0.30078125,2.0,1.0,9,55,7,1172.3564453125,175.932144165039,0,1,objects,big,1,1,objects,P,big,VS,O,12,J12,46.392578125,1
0,1.0,0,26199,0.984375,0.103515625,3.0,1.0,9,44,6,926.116516113281,877.618835449219,0,1,objects,small,1,1,objects,P,big,VS,O,25,J12,100.982421875,1
0,1.0,0,26200,1.111328125,0.224609375,4.0,1.0,5,17,7,692.005249023438,876.259704589844,0,1,objects,big,1,1,objects,P,big,VS,O,25,J12,100.982421875,1
0,1.0,0,26202,1.537109375,0.216796875,5.0,0.0,6,25,9,737.718139648438,782.329162597656,0,1,objects,big,1,1,objects,P,big,VS,O,25,J12,100.982421875,1
0,1.0,0,26205,2.169921875,0.306640625,7.0,0.0,10,46,12,1072.25891113281,146.110717773438,0,1,objects,small,1,1,objects,P,big,VS,O,25,J12,100.982421875,1
0,1.0,0,26513,1.4140625,0.203125,3.0,1.0,6,29,8,903.153930664062,212.242263793945,0,1,objects,small,1,1,faces,P,female,VS,F,35,J12,142.974609375,0
0,1.0,0,27414,0.365234375,0.205078125,2.0,1.0,2,12,2,650.2236328125,386.201324462891,0,1,objects,big,1,1,faces,P,female,VS,I,70,J12,289.947265625,0
0,1.0,0,27482,3.0,0.162109375,6.0,0.0,6,34,12,870.193969726562,699.460266113281,0,1,objects,small,1,1,faces,P,female,VS,I,72,J12,298.345703125,0
0,1.0,0,28277,1.650390625,0.22265625,2.0,1.0,11,59,6,1112.34936523438,542.352233886719,0,1,objects,small,1,1,faces,P,male,VS,I,97,J12,403.326171875,0
1,1.0,0,28597,0.63671875,0.1953125,2.0,1.0,7,38,3,978.617492675781,224.432693481445,0,1,objects,small,1,1,faces,P,male,VS,F,109,J12,453.716796875,0
0,1.0,0,28603,3.265625,0.2734375,7.0,0.0,4,25,9,748.051330566406,758.127258300781,0,1,objects,big,1,1,faces,P,male,VS,F,109,J12,453.716796875,0
0,1.0,0,28746,0.57421875,0.462890625,2.0,1.0,12,62,3,1132.82531738281,840.092651367188,0,1,objects,small,1,1,objects,P,big,VS,O,114,J12,474.712890625,1
1,1.0,0,28750,2.0,0.244140625,5.0,0.0,8,46,7,1081.8701171875,133.689086914062,0,1,objects,small,1,1,objects,P,big,VS,O,114,J12,474.712890625,1
0,1.0,0,29036,0.490234375,0.220703125,2.0,1.0,3,13,2,637.106384277344,462.757629394531,0,1,objects,small,1,1,faces,P,female,VS,I,124,J12,516.705078125,0
0,1.0,0,29409,0.4765625,0.177734375,2.0,1.0,2,4,3,594.439758300781,398.321075439453,0,1,objects,small,1,1,objects,P,small,VS,O,137,J12,571.294921875,1
0,1.0,0,29438,1.494140625,0.26171875,3.0,1.0,5,14,7,639.25390625,555.396850585938,0,1,objects,small,1,1,objects,P,big,VS,O,138,J12,575.494140625,1
0,1.0,0,29440,2.0390625,0.2421875,4.0,1.0,9,54,9,1044.03344726562,977.459594726562,0,1,objects,big,1,1,objects,P,big,VS,O,138,J12,575.494140625,1
0,1.0,0,29995,0.857421875,0.12890625,3.0,1.0,9,30,5,870.257202148438,364.985107421875,0,1,objects,big,1,1,objects,P,small,VS,O,154,J12,642.681640625,1
0,1.0,0,30560,0.515625,0.142578125,2.0,1.0,10,48,2,1033.97668457031,329.236358642578,0,1,objects,big,1,1,objects,P,big,VS,O,175,J12,730.865234375,1
0,1.0,0,30590,1.083984375,0.181640625,4.0,1.0,6,32,4,899.38232421875,508.784301757812,0,1,objects,small,1,1,faces,P,male,VS,I,176,J12,735.064453125,0
0,1.0,0,30859,1.490234375,0.228515625,3.0,1.0,3,10,7,672.77294921875,182.254730224609,0,1,objects,small,1,1,objects,P,big,VS,O,186,J12,777.056640625,1
0,1.0,0,31001,1.130859375,0.208984375,5.0,0.0,8,32,6,848.756103515625,558.409423828125,0,1,objects,small,1,1,faces,P,male,VS,F,192,J12,802.251953125,0
0,1.0,0,31003,1.572265625,0.298828125,7.0,0.0,15,77,8,1371.30859375,529.645751953125,0,1,objects,big,1,1,faces,P,male,VS,F,192,J12,802.251953125,0
0,1.0,0,31434,1.32421875,0.150390625,4.0,1.0,12,67,6,1265.33337402344,397.308746337891,0,1,objects,big,1,1,faces,P,male,VS,F,208,J12,869.439453125,0
0,1.0,0,31627,0.662109375,0.22265625,2.0,1.0,9,43,3,911.299255371094,732.767761230469,0,1,objects,small,1,1,objects,P,small,VS,O,215,J12,898.833984375,1
0,1.0,0,22747,0.638671875,0.173828125,2.0,1.0,10,56,3,1156.72351074219,194.510269165039,0,1,objects,small,1,1,objects,P,small,VS,O,4,E08,12.798828125,1
0,1.0,0,22748,0.890625,0.134765625,3.0,1.0,2,11,4,654.541809082031,221.342391967773,0,1,objects,small,1,1,objects,P,small,VS,O,4,E08,12.798828125,1
1,1.0,0,22750,1.326171875,0.14453125,4.0,1.0,6,44,6,941.275573730469,873.328796386719,0,1,objects,big,1,1,objects,P,small,VS,O,4,E08,12.798828125,1
0,1.0,0,22938,0.900390625,0.1875,2.0,1.0,7,36,5,869.590026855469,929.066650390625,0,1,objects,small,1,1,faces,P,female,VS,I,11,E08,42.193359375,0
0,1.0,0,23175,1.060546875,0.16796875,3.0,1.0,14,77,6,1390.9169921875,519.467590332031,0,1,objects,big,1,1,objects,P,small,VS,O,21,E08,84.185546875,1
0,1.0,0,23179,1.87109375,0.15625,5.0,0.0,8,36,10,868.633911132812,942.350891113281,0,1,objects,big,1,1,objects,P,small,VS,O,21,E08,84.185546875,1
0,1.0,0,23220,0.974609375,0.134765625,3.0,1.0,6,27,6,744.250915527344,904.956604003906,0,1,objects,small,1,1,faces,P,female,VS,I,23,E08,92.583984375,0
0,1.0,0,23423,1.328125,0.220703125,3.0,1.0,11,65,6,1281.78100585938,257.240631103516,0,1,objects,small,1,1,objects,P,small,VS,O,32,E08,130.376953125,1
0,1.0,0,23424,1.615234375,0.1484375,4.0,1.0,7,46,7,1079.58190917969,123.907699584961,0,1,objects,big,1,1,objects,P,small,VS,O,32,E08,130.376953125,1
0,1.0,0,23640,0.8515625,0.16015625,2.0,1.0,1,1,4,600.175170898438,96.5902862548828,0,1,objects,big,1,1,faces,P,female,VS,I,42,E08,172.369140625,0
0,1.0,0,23766,1.13671875,0.140625,2.0,1.0,3,15,5,691.815063476562,651.079284667969,0,1,objects,small,1,1,faces,P,male,VS,I,48,E08,197.564453125,0
1,1.0,0,23922,0.8046875,0.17578125,2.0,1.0,7,42,4,923.840698242188,646.649108886719,0,1,objects,small,1,1,objects,P,big,VS,O,56,E08,231.158203125,1
0,1.0,0,23923,1.046875,0.177734375,3.0,1.0,2,15,5,613.211853027344,665.585388183594,0,1,objects,small,1,1,objects,P,big,VS,O,56,E08,231.158203125,1
0,1.0,1,23929,2.2421875,0.22265625,7.0,0.0,8,52,11,1064.9482421875,733.073059082031,0,1,objects,small,1,1,objects,P,big,VS,O,56,E08,231.158203125,1
0,1.0,0,23930,2.505859375,0.18359375,8.0,0.0,11,60,12,1167.88171386719,628.31103515625,0,1,objects,big,1,1,objects,P,big,VS,O,56,E08,231.158203125,1
1,1.0,0,24165,1.16015625,0.125,2.0,1.0,10,52,6,1053.24914550781,740.112915039062,0,1,objects,big,1,1,objects,P,small,VS,O,65,E08,268.951171875,1
0,1.0,1,24227,0.6875,0.1171875,2.0,1.0,7,27,5,716.3828125,924.727172851562,0,1,objects,small,1,1,faces,P,female,VS,I,68,E08,281.548828125,0
0,1.0,0,24462,1.5234375,0.166015625,3.0,1.0,14,70,7,1271.60473632812,732.10791015625,0,1,objects,big,1,1,objects,P,small,VS,O,73,E08,302.544921875,1
0,1.0,0,24657,0.677734375,0.134765625,2.0,1.0,7,46,4,1074.55737304688,158.977294921875,0,1,objects,small,1,1,faces,P,female,VS,F,82,E08,340.337890625,0
0,1.0,0,24663,2.064453125,0.138671875,6.0,0.0,2,9,10,542.561584472656,913.996398925781,0,1,objects,big,1,1,faces,P,female,VS,F,82,E08,340.337890625,0
0,1.0,0,24759,1.658203125,0.146484375,4.0,1.0,15,79,8,1359.1728515625,759.397033691406,0,1,objects,small,1,1,faces,P,female,VS,I,86,E08,357.134765625,0
0,1.0,0,24831,1.525390625,0.279296875,3.0,1.0,13,67,8,1274.23669433594,470.961639404297,0,1,objects,small,1,1,objects,P,big,VS,O,89,E08,369.732421875,1
0,1.0,0,24832,1.869140625,0.220703125,4.0,1.0,15,78,9,1396.95080566406,659.982971191406,0,1,objects,small,1,1,objects,P,big,VS,O,89,E08,369.732421875,1
0,1.0,0,24834,2.4375,0.1484375,6.0,0.0,7,45,11,939.097229003906,916.369567871094,0,1,objects,big,1,1,objects,P,big,VS,O,89,E08,369.732421875,1
0,1.0,0,25077,0.78125,0.14453125,2.0,1.0,2,6,4,523.456481933594,657.033142089844,0,1,objects,big,1,1,objects,P,big,VS,O,103,E08,428.521484375,1
0,1.0,0,25078,1.033203125,0.158203125,3.0,1.0,13,75,5,1343.67822265625,369.417419433594,0,1,objects,big,1,1,objects,P,big,VS,O,103,E08,428.521484375,1
0,1.0,0,25079,1.34765625,0.259765625,4.0,1.0,12,74,6,1388.94506835938,252.676071166992,0,1,objects,small,1,1,objects,P,big,VS,O,103,E08,428.521484375,1
0,1.0,0,26389,1.10546875,0.15625,2.0,1.0,4,23,7,774.6962890625,534.871398925781,0,1,objects,small,1,1,objects,P,big,VS,O,159,E08,663.677734375,1
0,1.0,0,26555,0.822265625,0.166015625,3.0,1.0,1,3,4,555.660827636719,345.604919433594,0,1,objects,big,1,1,faces,P,male,VS,I,167,E08,697.271484375,0
0,1.0,0,26637,0.919921875,0.173828125,4.0,1.0,12,54,5,1087.34619140625,895.414855957031,0,1,objects,big,1,1,faces,P,female,VS,F,171,E08,714.068359375,0
0,1.0,0,26967,1.49609375,0.123046875,4.0,1.0,8,34,7,828.590881347656,783.2568359375,0,1,objects,small,1,1,faces,P,female,VS,F,186,E08,777.056640625,0
0,1.0,0,27024,1.30859375,0.111328125,2.0,1.0,15,80,7,1314.56677246094,865.599182128906,0,1,objects,big,1,1,objects,P,big,VS,O,189,E08,789.654296875,1
0,1.0,0,27214,1.6640625,0.17578125,5.0,0.0,12,45,8,961.746337890625,948.958068847656,0,1,objects,big,1,1,faces,P,male,VS,I,199,E08,831.646484375,0
0,1.0,0,27518,1.251953125,0.169921875,4.0,1.0,2,14,6,671.947570800781,499.884155273438,0,1,objects,big,1,1,faces,P,male,VS,I,215,E08,898.833984375,0
0,1.0,0,24457,1.53515625,0.30078125,3.0,1.0,1,2,8,560.668334960938,256.979278564453,0,1,objects,small,1,1,faces,P,female,VS,I,13,E09,50.591796875,0
0,1.0,0,24597,1.884765625,0.12890625,4.0,1.0,7,45,9,929.187561035156,984.7041015625,0,1,objects,big,1,1,faces,P,female,VS,F,19,E09,75.787109375,0
0,1.0,0,24604,3.359375,0.11328125,8.0,0.0,9,47,16,1085.89086914062,214.461685180664,0,1,objects,big,1,1,faces,P,female,VS,F,19,E09,75.787109375,0
0,1.0,0,25726,2.619140625,0.134765625,3.0,1.0,5,28,18,890.431213378906,159.458038330078,0,1,objects,big,1,1,faces,P,male,VS,F,64,E09,264.751953125,0
0,1.0,0,25747,0.869140625,0.46875,3.0,1.0,12,65,3,1270.54370117188,259.665893554688,0,1,objects,big,1,1,objects,P,small,VS,O,65,E09,268.951171875,1
0,1.0,0,25752,2.552734375,0.2421875,5.0,0.0,6,27,8,807.214538574219,900.035949707031,0,1,objects,small,1,1,objects,P,small,VS,O,65,E09,268.951171875,1
0,1.0,0,26779,1.296875,0.150390625,3.0,1.0,4,20,7,808.246215820312,264.009582519531,0,1,objects,small,1,1,faces,P,female,VS,I,85,E09,352.935546875,0
0,1.0,0,26973,1.900390625,0.18359375,3.0,1.0,6,34,10,898.544616699219,770.1337890625,0,1,objects,big,1,1,faces,P,male,VS,I,93,E09,386.529296875,0
0,1.0,0,26974,2.142578125,0.181640625,4.0,1.0,3,14,11,699.147521972656,545.303588867188,0,1,objects,big,1,1,faces,P,male,VS,I,93,E09,386.529296875,0
0,1.0,0,27541,1.068359375,0.228515625,3.0,1.0,2,7,4,599.71435546875,751.853149414062,0,1,objects,small,1,1,faces,P,male,VS,I,118,E09,491.509765625,0
0,1.0,0,27542,1.34765625,0.115234375,4.0,1.0,3,14,5,670.249938964844,554.578857421875,0,1,objects,small,1,1,faces,P,male,VS,I,118,E09,491.509765625,0
1,1.0,0,27544,1.73828125,0.140625,6.0,0.0,9,43,7,1009.8173828125,729.91357421875,0,1,objects,big,1,1,faces,P,male,VS,I,118,E09,491.509765625,0
0,1.0,0,27756,0.33984375,0.119140625,2.0,1.0,7,33,2,877.832763671875,595.753967285156,0,1,objects,big,1,1,faces,P,female,VS,F,128,E09,533.501953125,0
0,1.0,0,27807,1.177734375,0.21484375,2.0,1.0,15,74,6,1379.61486816406,255.63053894043,0,1,objects,small,1,1,objects,P,small,VS,O,130,E09,541.900390625,1
0,1.0,0,27953,1.009765625,0.138671875,5.0,0.0,11,68,5,1271.06652832031,552.21728515625,0,1,objects,small,1,1,objects,P,small,VS,O,136,E09,567.095703125,1
0,1.0,0,28129,2.857421875,0.130859375,7.0,0.0,11,57,11,1204.82434082031,314.607177734375,0,1,objects,big,1,1,faces,P,female,VS,I,143,E09,596.490234375,0
0,1.0,0,28406,1.828125,0.15234375,5.0,0.0,11,71,9,1246.70983886719,850.761291503906,0,1,objects,big,1,1,faces,P,male,VS,F,148,E09,617.486328125,0
0,1.0,0,28427,1.447265625,0.189453125,4.0,1.0,9,42,6,940.39013671875,674.292541503906,0,1,objects,small,1,1,objects,P,small,VS,O,149,E09,621.685546875,1
0,1.0,0,28448,1.421875,0.19140625,2.0,1.0,10,48,7,1050.96606445312,344.081756591797,0,1,objects,small,1,1,objects,P,big,VS,O,150,E09,625.884765625,1
0,1.0,0,28449,1.658203125,0.263671875,3.0,1.0,7,29,8,874.54833984375,259.920867919922,0,1,objects,small,1,1,objects,P,big,VS,O,150,E09,625.884765625,1
0,1.0,0,29003,1.642578125,0.2421875,5.0,0.0,5,14,8,669.619934082031,541.388000488281,0,1,objects,big,1,1,faces,P,female,VS,F,173,E09,722.466796875,0
0,1.0,0,29079,0.53125,0.1484375,2.0,1.0,13,64,3,1290.89526367188,156.096725463867,0,1,objects,big,1,1,objects,P,small,VS,O,176,E09,735.064453125,1
0,1.0,0,29319,1.396484375,0.255859375,3.0,1.0,4,18,6,665.448303222656,972.947692871094,0,1,objects,big,1,1,faces,P,female,VS,F,186,E09,777.056640625,0
0,1.0,1,29630,1.173828125,0.158203125,2.0,1.0,3,12,5,676.697937011719,318.106781005859,0,1,objects,big,1,1,objects,P,small,VS,O,204,E09,852.642578125,1
0,1.0,0,19814,0.884765625,0.302734375,2.0,1.0,8,47,5,1104.60803222656,278.863098144531,0,1,objects,big,1,1,objects,P,small,VS,O,4,E10,12.798828125,1
1,1.0,1,19887,0.60546875,0.275390625,3.0,1.0,12,71,3,1298.1865234375,824.974243164062,0,1,objects,small,1,1,objects,P,big,VS,O,7,E10,25.396484375,1
0,1.0,0,19892,1.67578125,0.107421875,7.0,0.0,3,4,8,573.594055175781,417.136932373047,0,1,objects,big,1,1,objects,P,big,VS,O,7,E10,25.396484375,1
0,1.0,0,20359,1.5625,0.150390625,4.0,1.0,14,75,9,1363.38317871094,384.622222900391,0,1,objects,big,1,1,faces,P,male,VS,I,29,E10,117.779296875,0
1,1.0,1,20919,1.75,0.13671875,4.0,1.0,7,28,11,833.200012207031,150.341720581055,0,1,objects,big,1,1,objects,P,small,VS,O,50,E10,205.962890625,1
0,1.0,0,21100,0.3984375,0.115234375,2.0,1.0,6,25,2,714.869384765625,739.789001464844,0,1,objects,big,1,1,objects,P,small,VS,O,55,E10,226.958984375,1
0,1.0,0,21138,1.189453125,0.26953125,2.0,1.0,7,42,6,1007.0498046875,654.399108886719,0,1,objects,small,1,1,objects,P,big,VS,O,56,E10,231.158203125,1
0,1.0,0,21764,0.41796875,0.1953125,2.0,1.0,11,51,2,1094.39453125,660.072021484375,0,1,objects,small,1,1,objects,P,big,VS,O,107,E10,445.318359375,1
0,1.0,0,21766,0.947265625,0.14453125,3.0,1.0,10,47,4,1044.56359863281,287.56689453125,0,1,objects,big,1,1,objects,P,big,VS,O,107,E10,445.318359375,1
0,1.0,0,21767,1.15234375,0.251953125,4.0,1.0,13,68,5,1279.13330078125,555.22705078125,0,1,objects,small,1,1,objects,P,big,VS,O,107,E10,445.318359375,1
0,1.0,0,22206,0.8671875,0.1328125,2.0,1.0,2,8,5,608.267028808594,798.009155273438,0,1,objects,big,1,1,faces,P,female,VS,F,125,E10,520.904296875,0
0,1.0,0,22208,1.208984375,0.10546875,4.0,1.0,3,15,7,657.878356933594,613.066833496094,0,1,objects,small,1,1,faces,P,female,VS,F,125,E10,520.904296875,0
0,1.0,0,22615,1.125,0.2109375,2.0,1.0,10,54,5,1085.90197753906,915.220947265625,0,1,objects,small,1,1,faces,P,female,VS,I,143,E10,596.490234375,0
0,1.0,1,22621,2.455078125,0.130859375,6.0,0.0,4,11,11,655.811706542969,279.866271972656,0,1,objects,small,1,1,faces,P,female,VS,I,143,E10,596.490234375,0
0,1.0,0,22835,0.587890625,0.130859375,3.0,1.0,9,42,4,939.159423828125,658.728698730469,0,1,objects,small,1,1,objects,P,small,VS,O,149,E10,621.685546875,1
0,1.0,0,22850,0.759765625,0.2421875,3.0,1.0,10,48,4,1052.89794921875,330.203918457031,0,1,objects,small,1,1,objects,P,big,VS,O,150,E10,625.884765625,1
0,1.0,0,22852,1.232421875,0.166015625,5.0,0.0,7,29,6,901.2685546875,240.354797363281,0,1,objects,small,1,1,objects,P,big,VS,O,150,E10,625.884765625,1
0,1.0,0,22876,1.064453125,0.224609375,3.0,1.0,13,58,5,1184.00720214844,431.635650634766,0,1,objects,big,1,1,faces,P,female,VS,I,151,E10,630.083984375,0
0,1.0,0,23307,1.1875,0.12109375,3.0,1.0,6,16,6,614.314880371094,700.288940429688,0,1,objects,small,1,1,faces,P,female,VS,F,173,E10,722.466796875,0
0,1.0,0,23425,0.875,0.1171875,2.0,1.0,6,35,5,879.615539550781,857.879150390625,0,1,objects,small,1,1,objects,P,small,VS,O,178,E10,743.462890625,1
0,1.0,0,23490,1.103515625,0.130859375,4.0,1.0,6,20,6,765.239868164062,277.379760742188,0,1,objects,small,1,1,faces,P,female,VS,I,181,E10,756.060546875,0
0,1.0,0,23644,0.677734375,0.26171875,3.0,1.0,3,21,3,799.3369140625,364.499542236328,0,1,objects,small,1,1,objects,P,big,VS,O,189,E10,789.654296875,1
1,1.0,0,23650,2.58984375,0.16796875,7.0,0.0,15,80,9,1344.65942382812,831.060241699219,0,1,objects,big,1,1,objects,P,big,VS,O,189,E10,789.654296875,1
0,1.0,0,23722,1.54296875,0.12890625,6.0,0.0,4,34,7,893.146240234375,698.79638671875,0,1,objects,big,1,1,faces,P,female,VS,F,193,E10,806.451171875,0
0,1.0,0,23727,2.470703125,0.220703125,9.0,0.0,12,58,12,1146.44873046875,416.287750244141,0,1,objects,big,1,1,faces,P,female,VS,F,193,E10,806.451171875,0
0,1.0,0,23859,2.328125,0.125,9.0,0.0,14,65,11,1233.48474121094,255.818603515625,0,1,objects,big,1,1,faces,P,male,VS,I,199,E10,831.646484375,0
0,1.0,0,23860,2.515625,0.16015625,10.0,0.0,12,45,12,960.729125976562,930.722839355469,0,1,objects,big,1,1,faces,P,male,VS,I,199,E10,831.646484375,0
0,1.0,0,23943,0.884765625,0.466796875,2.0,1.0,7,26,5,762.391845703125,819.456787109375,0,1,objects,small,1,1,objects,P,small,VS,O,204,E10,852.642578125,1
0,1.0,0,23945,1.658203125,0.1953125,3.0,1.0,3,12,7,663.626403808594,352.511199951172,0,1,objects,big,1,1,objects,P,small,VS,O,204,E10,852.642578125,1
0,1.0,0,23948,2.31640625,0.12890625,6.0,0.0,12,72,10,1231.73876953125,917.5732421875,0,1,objects,big,1,1,objects,P,small,VS,O,204,E10,852.642578125,1
0,1.0,0,23964,1.1953125,0.15625,4.0,1.0,15,79,6,1348.93029785156,740.543029785156,0,1,objects,big,1,1,objects,P,big,VS,O,205,E10,856.841796875,1
0,1.0,0,24068,1.341796875,0.1640625,6.0,0.0,9,50,6,1024.38232421875,528.912902832031,0,1,objects,big,1,1,objects,P,big,VS,O,211,E10,882.037109375,1
0,1.0,0,24069,1.583984375,0.193359375,7.0,0.0,11,64,7,1248.28076171875,186.987869262695,0,1,objects,small,1,1,objects,P,big,VS,O,211,E10,882.037109375,1
0,1.0,1,21657,0.421875,0.138671875,2.0,1.0,3,25,2,782.627746582031,758.113220214844,0,1,objects,small,1,1,objects,P,big,VS,O,2,E07,4.400390625,1
0,1.0,1,21662,1.318359375,0.2421875,4.0,1.0,15,80,7,1396.15405273438,851.218811035156,0,1,objects,big,1,1,objects,P,big,VS,O,2,E07,4.400390625,1
1,1.0,0,21707,0.58984375,0.125,3.0,1.0,8,47,3,1067.11376953125,265.628753662109,0,1,objects,big,1,1,objects,P,small,VS,O,4,E07,12.798828125,1
0,1.0,0,21872,1.03515625,0.17578125,4.0,1.0,5,32,6,855.986267089844,573.421081542969,0,1,objects,big,1,1,faces,P,female,VS,I,11,E07,42.193359375,0
0,1.0,0,22095,1.271484375,0.177734375,4.0,1.0,9,40,7,934.120849609375,469.294097900391,0,1,objects,small,1,1,objects,P,small,VS,O,21,E07,84.185546875,1
0,1.0,0,22135,1.28515625,0.18359375,4.0,1.0,13,51,7,1064.05773925781,642.976135253906,0,1,objects,big,1,1,faces,P,female,VS,I,23,E07,92.583984375,0
0,1.0,1,22141,2.60546875,0.26953125,6.0,0.0,12,47,13,1041.54064941406,197.464050292969,0,1,objects,big,1,1,faces,P,female,VS,I,23,E07,92.583984375,0
0,1.0,0,22189,0.947265625,0.138671875,3.0,1.0,3,10,5,637.456420898438,135.90576171875,0,1,objects,big,1,1,faces,P,female,VS,F,25,E07,100.982421875,0
0,1.0,0,22287,1.4375,0.208984375,4.0,1.0,3,22,6,738.042175292969,446.559204101562,0,1,objects,small,1,1,faces,P,male,VS,I,29,E07,117.779296875,0
0,1.0,0,22464,0.783203125,0.17578125,2.0,1.0,9,42,4,959.650939941406,621.927185058594,0,1,objects,big,1,1,objects,P,small,VS,O,36,E07,147.173828125,1
0,1.0,0,22465,0.994140625,0.158203125,3.0,1.0,13,60,5,1196.8623046875,606.307373046875,0,1,objects,big,1,1,objects,P,small,VS,O,36,E07,147.173828125,1
0,1.0,0,22471,2.228515625,0.138671875,7.0,0.0,10,45,11,946.037109375,914.981994628906,0,1,objects,small,1,1,objects,P,small,VS,O,36,E07,147.173828125,1
0,1.0,0,22610,1.2890625,0.125,3.0,1.0,2,3,6,573.003173828125,384.757202148438,0,1,objects,big,1,1,faces,P,female,VS,I,42,E07,172.369140625,0
0,1.0,0,22640,0.744140625,0.28125,3.0,1.0,4,22,4,760.840698242188,462.746215820312,0,1,objects,small,1,1,objects,P,big,VS,O,44,E07,180.767578125,1
0,1.0,0,22763,1.419921875,0.126953125,4.0,1.0,15,76,7,1363.66345214844,418.836242675781,0,1,objects,big,1,1,faces,P,male,VS,F,49,E07,201.763671875,0
0,1.0,0,22780,1.021484375,0.212890625,2.0,1.0,7,28,5,845.130493164062,183.349853515625,0,1,objects,big,1,1,objects,P,small,VS,O,50,E07,205.962890625,1
0,1.0,1,22880,0.517578125,0.189453125,2.0,1.0,13,56,3,1143.71704101562,242.838668823242,0,1,objects,small,1,1,objects,P,small,VS,O,55,E07,226.958984375,1
0,1.0,0,22882,0.919921875,0.322265625,3.0,1.0,12,55,5,1177.22448730469,133.862380981445,0,1,objects,big,1,1,objects,P,small,VS,O,55,E07,226.958984375,1
